codigo,producto,precio_c_iva
S5252,Silenc. Tras. Ford Ka - 1.5 (16/20),71296.15
S5260,Silenc. Tras. Ford Fiesta Kinetic - 1.6 16V s/Baúl (10/20),70619.82
S5275,Silenc. Tras. Ford Ranger 2.2 y 3.2,136392.64
S5282,Silenc. Tras. con cola Ford Ranger 3.0 V6 (23 ->),122260.86
S5283,Silenc. Tras. con cola Ford Ranger 2.0 T y BiT (23 ->),117714.8
S5292,Sil. Interm. y Tras. Ford Transit  2.0 Turbo (23 ->),210491.4
S5300,Silenc. Tras. Ford Maverick 2.0 T (21 ->),112852.87
S5400,"Silenc. Tras. con Cola VW Senda - 1.8, 1.6 y Diesel",93784.03
S5401,"Silenc. Tras. con Cola   VW Saveiro 1.6, 1.8 (92/97)",93784.03
S5402,"Silenc. Tras. s/Brida con Cola VW Senda - 1.8, 1.6 y Diesel",83695.48
S5410,Silenc. Tras. con Cola VW Gol 1.8 y Nacional 1.6 (92/95),87697.08
S5411,Silenc. Tras. s/Brida c/Cola VW Gol 1.8 y Nacio. 1.6 (92/95),78735.75
S5415,"Silenc. Tras. VW Gol 1.6 I, 1.8 I, 2.0 I y Dies. 1.6 (96/98)",71577.95
S5416,"Silenc. Tras. VW Gol 1.6 MI, Power 1.4 y 1.0 I Parag. Envol.",73437.85
S5419,Silenc. Tras. VW Gol Trend 1.6 (08/22),74226.9
S5420,Silenc. Tras. VW Voyage 1.6 (07/20),78735.75
S5433,Silenc. Tras. VW Polo 1.6 MSI (17->),105056.15
S5435,"Silenc. Tras. VW Golf - 1.8 I, 2.0 I y GTD 1.9 (96/99)",75805
S5437,Silenc. Tras. VW Golf IV - 1.6 I (99/12),78679.39
S5445,Silenc. Tras. c/Cola VW Fox y Cross Fox - 1.6 (04/19),78003.06
S5460,Silenc. Tras. VW Bora - 1.8 T (03/15),119428.1
S5465,Silenc. Tras. VW Bora - 2.0 (03/15),111199.45
S5470,Silenc. Tras. VW Vento - 2.5 (07/17),97222.03
S5475,Silenc. Tras. VW Vento - 2.0 T (07/15),112439.39
S5476,Silenc. Tras. VW Vento 1.4 T (19/23),123607.3
S5480,Silenc. Tras. VW UP - 1.0 (14/21),66505.5
S5491,"Silenc. Tras. c/Cola 2"" 1/2 VW Amarok - 3.0 V6 (18->)",134814.54
S5491/1,"Silenc. Tras. c/Cola 3""   VW Amarok - 3.0 V6 (18->)",138495.56
S5600,"Silenc. Tras.  2""  Fiat Uno (88/98)",73381.49
S5602,"Silenc. Tras. 2"" 1/4  Fiat Uno (88/98)",71521.59
S5604,Silenc. Tras. Fiat Uno Evo 1.4 (10/16),69379.89
S5610,"Silenc. Tras. c/Cola 2""   Fiat 128 (71/91)",86626.23
S5611,"Silenc. Tras. s/Brida, c/Cola 2""   Fiat 128 (71/91)",77664.9
S5615,"Silenc. Tras. c/cola 2""   Fiat 147 - 1100, 1300 (83/91)",84991.78
S5616,"Silenc. Tras. s/Brida, c/cola 2"" Fiat 147-1100, 1300 (83/91)",76030.44
S5627,"Silenc. Tras.  Fiat Palio 1.6 16V, 1.7 TD y 1.3 Fire",69999.86
S5630,Silenc. Tras.   Fiat Strada 1.8 I (04/10),69098.09
S5645,Silenc. Tras. Fiat Palio 1.8 (04/10) y 1.6 E.torQ (10/11),69774.42
S5646,Silenc. Tras. Fiat Palio - 1.4 Fire (07/14),69210.81
S5649,Silenc. Tras. Fiat Palio E.torQ 1.6 (12/17),74734.15
S5650,Silenc. Tras. Fiat Punto 1.4 (07/18) y 1.8 (07/11),70168.94
S5670,Silenc. Tras.  Fiat Cronos 1.3 (18->),77608.48
S5801,Silenc. Tras. Peugeot 504 y 505 (83/98),74283.26
S5810,Sil. Tras. Peugeot 205 (94/99),63180.23
S5820,Sil. Tras. Peugeot 306 s/ba£l  ( 96 - 98),64082
S5822,Sil. Tras. Peugeot 306 - 1.8MPI-s/ba£l,66392.78
S5831,Silenc. Tras.   Peugeot 206 - 1.6 I Nacional (00/04),65772.81
S5833,Silenc. Tras. Peugeot 206 1.6 16V y 207 1.6 16V y 1.4,69267.17
S5837,Silenc. Tras. Peugeot 208 1.5 (13/17) y 1.6 16V (13/19),65998.26
S5839,Silenc. Tras. Peugeot 208 1.6 16V (19 ->),65096.49
S6020,Sil. Tras. R 11  (84-95),75241.39
S6052,Sil. Tras. Renault Laguna - 2.2 I (95-02),93840.39
S6056,Silenc. Tras. Renault Clio 1.6 I y Diesel 1.9 (96/99),68929.01
S6058,"Silen. Tras. R.Clio II 1.6I, 1.9 Dies, 1.5 DCI y 1.2I s/Baúl",74226.9
S6059,"Silen. Tras. R.Clio II 1.6I, 1.9 Dies, 1.5 DCI y 1.2I C/Baúl",80088.4
S6061,Silenc. Tras. Renault Clio II - 1.2 16V   s/Baúl   (03/12),66674.58
S6062,Silenc. Tras. Renault Clio II - 1.2 16V   c/Baúl   (03/10),72197.92
S6063,Silenc. Tras. Renault Clio Mio - 1.2 (12/17),68365.4
S6065,Silenc. Tras. Renault Express - Diesel 1.9 (96/00),77383.1
S6070,"Silenc. Tras. R. Megane - 1.6 I 8V, 1.9 TDI y 2.0 I - s/Baúl",82793.71
S6072,Silenc. Tras. R. Megane - 1.6 I  16V - s/Baúl  (00/09),85780.82
S6094,Silenc. Tras. Renault Sandero 1.6 8V y 16V (13/19),76650.41
S6120,Silenc. Tras. Renault Fluence - 2.0 (10/18),79017.55
S6130,Silenc. Tras. Renault Kwid - 1.0 (17 ->),78566.67
S6200,Silenc. Tras. Chev. Corsa 1.6 s/Baúl (95/08) y Classic 1.4 I,63349.31
S6201,Silenc. Tras. Chevrolet Corsa - 1.6 I   c/Baúl   (95/09),63912.91
S6232,Silenc. Tras. Chev. Astra y Astra II - 2.0  s/Baúl  (99/11),71465.23
S6270,Silenc. Tras. Chevrolet Agile - 1.4 (09/17),64194.72
S6275,Sil. Tras. Dep. Chevrolet Cruze 1.4T s/Baúl (16/24),110040.59
S6276,Sil. Tras. Deport. Chevrolet Cruze 1.4T c/Baúl (16/24),112675.6
S6280,Silenc. Tras. Chevrolet Prisma y Onix 1.4 (13/21),64307.44
S6400,Silenc. Toyota Pick Up Hilux 4x4 - 2.8 Diesel,128783.96
S6420,Interm. c/Silenc. Toyota Pick Up Hilux 2.8 (16->),166827.22
S6800,Silenc. Tras. Citroën C3 1.6 16V (03/13),64983.77
S6802,Silenc. Tras. Citroën C3 1.6 16V (13/22),55515.19
S90638,"Silenciador Camion Scania P 94, T/R 114 y T/R 124  (98/15)",319000.96
S90660,"Silenc. Camion Ford Cargo 2422 E, 2428 E y 2622 E (06 /11)",162769.4
S90695,Silenc. Camion Mercedes Benz 1938 S Frontal (99/03),367527.43
S90710,Silenciador Camion Iveco Tector 240 E25 (10/16),115144.69
S90730,Silenc. Camion Iveco Eurotech y Stralis (06/12),428453.24
S90731,Silenc. Camion Iveco Eurotech y Stralis (06/12)   s/Interior,399314.45
S90800,Silenciador Camion VW 19320 y 25370  (08/15),313984.87
S90900,"Silenc. Camion M. Benz Actros 1841, 2041 y Axor 2035, 2040",435215.74
SD4000/1,"Cámara Universal Red. p/Diesel  250mm x 4""  Boquilla Ø2"" 1/4",29138.43
SD4010,"Cámara Universal Oval. p/Diesel   250mm x 5""   Boq. Ø2"" 1/4",31956.46
SD5000/1,"Cámara Universal Red. p/Diesel  300mm x 4""  Boquilla Ø2"" 1/4",32407.34
SD5001,"Cámara Universal Red. p/Diesel  400mm x 5""  Boquilla Ø2"" 1/4",43115.85
SD5001/1,"Cámara Universal Red. p/Diesel  400mm x 4""  Boquilla Ø2"" 1/4",37310.71
SD5002,"Cámara Universal Red. p/Diesel  500mm x 5""  Boquilla Ø2"" 1/4",51344.5
SD5004,"Cámara Universal Oval. p/Diesel   400mm x 5""   Boq. Ø2"" 1/4",43848.54
SD5020,"Cámara Universal Red.    500mm x 7""    Boquilla especial",66167.34
SE235/1,Silenc. Económico C/Cola F. Falcon 221 (70/82),48695.55
SG21,Silenc.tras.galv.Chevrolet Monza 1.8,74001.46
SG30,Silenc. Interm. Galv. Chevette y GMC 500 (92/93),62672.98
SG31,Silenc. Tras. Galv. Chevette y GMC 500 (92/93),49315.52
SG32,"Silenc. Interm. Galv. c/caño Corsa 1.6 I, 1.4 I y Diesel",59674.72
SG32/2,"Silenc. Interm. Galv.  Corsa 1.6 I, 1.4 I y Diesel",57487.81
SG33,"Silenc. Tras. Galv. Ch Corsa 1.6 I, 1.4 I y Diesel - S/Baúl",61675
SG34,"Silenc. Tras. Galv. Ch Corsa 1.6 I, 1.4 I y Diesel - C/Baúl",63341.89
SG35,Silenc. Interm. Galv. Pick-up Corsa 1.6 I y 1.7 DSL,69718.06
SG36,Silenc. Tras. Galv. Pick-up Corsa 1.6 I y 1.7 DSL,73606.94
SG37,Silenc. Interm. Galva. Ch. Corsa 1.8 I con y s/Baúl (02/11),73099.69
SG38,Silenc. Tras. Chevrolet Corsa 1.8 I c/Baúl (02/11),86118.99
SG38/1,Silenc. Tras. Chevrolet Corsa 1.8 I s/Baúl (02/11),81779.22
SG40,Silenc. Interm. Galv. Chevrolet Pick Up (66/72),59009.54
SG51,Silenc. Interm. Galv. Ch. Pick Up C-20 y D-20 (93/96),91924.13
SG56,Silenc. Tras. Galv. Chevrolet Blazer 2.2 MPFI (95/00),135547.23
SG60,Silenc. Tras. Galv. c/cola Chev. Luv e Isuzu - Diesel 2.5,123598.78
SG61,Silenc. Tras. Galv. c/Cola Chevrolet S-10 2.8 TD Cab. Doble,111650.34
SG66,Silenc. Tras. Galv. Chevrolet Vectra 2.0 GLS (95/00),82004.66
SG67,Silenc. Interm. Galv. Ch. Vectra 2.0 y 2.2 CD 16V,115764.66
SG68,Silenc. Tras. Galv. Chevrolet Vectra - 2.0 CD 16V (97/03),92205.93
SG69,Silenc. Tras. Galva. Chevrolet Vectra 2.2 CD 16V (03/06),101956.32
SG70,Silenc. Tras. Galva. Ch. Vectra 2.0 GT GLS s/Baúl (07/11),99194.65
SG70/1,Silenc. Tras. Galva. Chevr. Vectra - 2.4 c/Baúl (07/11),100660.02
SG72,"Silenc. Interm. Galv. Ch. Astra GLS C/Baúl 1.8, 2.0 8V",86908.04
SG73,"Silenc. Tras. Galv. Ch. Astra GLS C/Baúl 1.8, 2.0 8V",83639.12
SG74,Silenc. Interm. Galv. Chev. Astra 2.0 y Astra II 2.0 8V,87584.36
SG74/1,Silenc. Interm. Galva. Chevr. Vectra - 2.4 c/Baúl (07/11),98292.88
SG75,Silenc. Tras. Galv. Chev. Astra 2.0 y Astra II 2.0 c/Baúl,94967.6
SG75/1,Silenc. Tras. Galv. Chev. Astra 2.0 y Astra II 2.0 s/Baúl,93220.42
SG76,Silenc. Interm. Galv. Chevr. Zafira 2.0 16V y 2.0 8V (01/11),96207.53
SG77,Silenc. Tras. Galv. Chevr. Zafira 2.0 16V y 2.0 8V (01/11),93727.67
SG78,Silenc. Interm. Galv. Chevrolet Meriva 1.8 I (03/13),80144.77
SG79,Silenc. Tras. Galv. Chevrolet Meriva 1.8 I (03/13),78228.5
SG82,Silenc. Interm. Galv. Citroen Xsara 1.8 I 16V (99/00),56416.95
SG83,Silenc. Tras. Galv. Citroen Xsara 1.8 I 16V (99/00),77721.26
SG86,Silenc. Interm. Galv. Citroen C3 - 1.6 16V (01/13),85104.5
SG87,Silenc. Tras. Galv. Citroen C3 - 1.6 16V (01/13),78172.14
SG90,Silenc. Interm. Galvan. Dodge 1500 (71/73),61433.05
SG91,Silenc. Interm. Galvan. Citroen Picasso 2.0 16V (01/10),66223.7
SG92,Silenc. Tras. Galvan. Citroen Picasso 2.0 16V (01/10),75635.92
SG95,Silenc. Tras. Galv. Citroen C4 - 2.0 16V con baul (07/13),98574.68
SG100,Silenc. galvan.  VW 1500 (73/92),48921
SG103,Silenc. Intermedio VW Golf 1.8 y GTD (96/99),62391.18
SG104,Silenc. Intermedio VW Golf 2.0 GTI (96/99),63123.87
SG105,"Silenc. Trasero Galv. VW Golf 1.8, 2.0 GTI y GTD",72930.61
SG106,Silenc. Delantero Galv. VW Golf IV 1.6 I (99/12),53204.4
SG107,Silenc. Trasero Galv. Cola Doble VW Golf IV 1.6 I (99/12),100885.46
SG108,"Silenc. Delantero VW Bora 1.8 T, 2.0 y 1.9 TDI",53542.56
SG110,Silenc. Delantero Galv. VW Polo 1.6 I (97/09),57600.53
SG110/2,"Silenc. Universal Redondo 4"" x 470 mm",44243.07
SG111,Silenc. Delant. Galv. VW Polo Diesel 1.9,52133.55
SG112,Silenc. Trasero Galv. VW Polo 1.6 I (97/09),81610.14
SG113,Silenc. Trasero Galv. VW Polo Diesel 1.9,95474.85
SG114,Silenc. Delantero VW Fox Y Fox Cross 1.6 (04/10),53711.65
SG115,Silenc. tras. VW Fox y Fox Cross 1.6 (04/19),80921.58
SG115/2,"Silenc. Universal Redondo 7"" x 400 mm",72536.08
SG122,Silenc. Tras. VW Bora 1.8 T,96207.53
SG123,Silenc. Tras. VW Bora 2.0 y 1.9 TDI,97165.66
SG125,Silenc. Galvanizado Dodge 1800 y VW 1500 Rural,52809.88
SG127,"Silenc. Delant. VW Gacel GL, Senda y Gol Nac. - 1.6",54049.81
SG128,Silenc. Tras. galv. c/cola VW Gacel GL y Senda - 1.6,77044.93
SG130,"Silenc. Delantero Galvan. VW Carat 1.8, 2.0 (87/91)",58558.66
SG131,"Silenc. Intermedio Galvan. VW Carat 1.8, 2.0 (87/91)",68929.01
SG132,"Silenc. Trasero Galvan. VW Carat 1.8, 2.0 (87/91)",73719.66
SG132/2,Silenc. Universal Ovalado Grande x 400 mm,64814.68
SG134,Silenc. Tras. Galv. C/Cola VW Gacel y Senda - 1.8,86400.79
SG138,Silenc.Tras. Cola Doble VW Transporter - 1.9 TD,101336.35
SG140,"Sil. Interm. VW Saveiro, Senda y Saveiro Dies, Gol Bras.",58276.85
SG140/2,"Silenc. Universal Redondo 4"" x 400 mm",39734.22
SG141,Silenc. Tras. Galv. c/cola VW Gol Nac. y Brasilero 1.6,78003.06
SG143,Silenc. Tras. Galv. c/cola Saveiro 1.6 y 1.6 Diesel,81046.53
SG145,Silenc. Interm. Galv. VW Gol 1.6 I y 1.8 I (96/98),61883.93
SG145/1,Silenc. Interm. VW Gol - Diesel 1.6 (96/99),61883.93
SG145/2,Silenc. Universal Ovalado Chiquito x 400 mm,39339.69
SG146,"Silenc. Tras. Galv. VW Gol 1.6 I, 1.8 I, 1.6 MI y Diesel 1.6",79750.24
SG146/1,Silenciador Tras.VW Gol 1.6 MI - Paragolpes Env.,75010.15
SG146/2,Silenc. Trasero VW Gol 1.6 I (98/11),80426.57
SG147,Silenc. Del. galv. VW Gol 1.6 MI (98/11) y 1.9 Diesel,59009.54
SG148,Silenc. Trasero Galv. VW Gol 1.0 I (00/02),81891.94
SG149,Silenc. Interm. Galv. VW Saveiro 1.6 MI (97/05),74565.07
SG150,Silenc. Tras. Galv. VW Saveiro 1.6 MI (97/05),75015.95
SG153,Silenc. Interm. Galv. VW Saveiro 1.9 (06/10),74565.07
SG154,Silenc. Tras. Galv. VW Saveiro 1.9 (06/10),75241.39
SG155,Silenc. Interm. Galv. VW Caddy (98/09),63574.75
SG156,Silenc. Tras. Galv. VW Caddy (98/09),75974.08
SG158,Silenc. Trasero Galv. VW Gol Trend 1.6,86062.63
SG159,Silenc. Trasero Galv. VW Gol Voyage,85104.5
SG161,Silenc. Trasero Galv. Fiat Tempra - 2.0 (93/94),82173.75
SG162,Silenc. Interm. Galv. Fiat Palio y Siena 1.6,56473.32
SG162/2,"Silenc. Universal Redondo 4"" x 370 mm",32689.14
SG163,"Silenc. Tras. Galv. Fiat Palio 1.6 I, 1.6 16V, 1.7 Diesel",70056.22
SG165,"Silenc. Tras. Galv. Fiat Siena 1.6 I, 1.7 Diesel y 1.7 TD",88824.3
SG166,Silenc. Interm. Galva. Fiat Palio Weekend 1.6 I y 1.7 TD,66110.98
SG167,Silenc. Tras. Galv. F. Palio Weekend 1.6 I y 1.7 TD,85724.46
SG168,Silenc. Interm. c/Turbo Fiat Strada 1.8 (04/10),100829.1
SG169,Silenc. Trasero Fiat Strada 1.8 (04/10),94911.24
SG171,Silenc. Interm. F. Palio 1.8 (04/10),74677.79
SG172,Silenc. Trasero Fiat Palio 1.8 y 1.6 E.torQ,73888.74
SG178,Silenc. Interm. Fiat Palio Fire 1.4,54500.69
SG179,Silenc. Tras. Fiat Siena 1.4 Fire (07/18),85147.64
SG180,Silenc. Tras. Fiat  Palio Fire 1.4 (07/18),59947.72
SG185,"Silenc. Tras. Galv. c/sobre dif. y cola Fiat 1500, 1600",71014.35
SG195,Silenc. Interm. Galv. Fiat Duna y Uno,53711.65
SG195/2,"Silenc. Universal Redondo 4"" x 320 mm",38607.01
SG196,Silenc. Trasero Galv. Fiat Duna,74790.51
SG197,Silenc. Tras. Galv. Fiat Duna weekend,86908.04
SG198,Silenc. Tras. Galv. Fiat Uno,68816.29
SG204,Silenc. Interm. Galv. Fiat Uno Fiorino 1.7 Diesel,55402.46
SG204/1,Silenc. Intermedio Fiat Uno Fiorino Fire 1.3,70168.94
SG204/2,Silenc. Universal Ovalado Chiquito x 300 mm,37197.99
SG205,Silenc. Tras. Galv. Fiat Uno Fiorino 1.7 Diesel y 1.3 Fire,82173.75
SG206,Silenc. Interm. Fiat Uno Fire 1.3 I (04/15),66674.58
SG207,Silenc. Tras. Fiat Uno Fire 1.3 I (04/15),69210.81
SG208,Silenc. Interm. Galv. Fiat Tipo 1.6 I,69548.97
SG209,Silenc. Tras. Galv. Fiat Tipo - 1.6 (94/97),86062.63
SG214,Silenc. Interm. galv. Fiat 147 y Spazio,66392.78
SG214/1,Silenc.Interm. Galv. Fiat Spazio Tipo 1.4 y Diesel,76650.41
SG215,Silenc. Tras. Galv. Fiat Spazio Tipo 1.4 y Diesel 1300,61996.65
SG215/1,Silenc. Interm. Galv. c/cola Fiat Spazio Tipo 1.4,79919.32
SG216,Silenc. Tras. Galv. Fiat Fiorino 1.4 Tipo y 1300 Diesel,68759.93
SG222,Silenc. Interm. Galv. Fiat Regatta (85/95),83751.84
SG223,Silenc. Tras. Galv. Fiat Regatta (85/95),73888.74
SG224,Silenc. Interm. Galv. Fiat Ducato - Diesel 2.5 y 2.8,95756.65
SG224/1,Silenc. Tras. Galv. Fiat Ducato - Diesel 2.5 y 2.8,99476.45
SG225/1,"Silenc. Tras. Galv. c/cola F. Falcon 170, 187 y 188 (62/82)",64758.32
SG228,Silenc. Interm. Galv. Fiat Idea 1.8 (05/10),76819.49
SG229,Silenc. Trasero Fiat Idea 1.8 (05/10),83131.88
SG231,Silenc. Interm Fiat Punto 1.4 Fire,61714.85
SG232,Silenc. Trasero Fiat Punto 1.4 Fire,77833.98
SG233,Silenc. Intermedio Fiat Punto 1.8,76030.44
SG234,Silenc. Trasero Fiat Punto 1.8,80144.77
SG235/1,Silenc. Tras. Galva. c/cola F. Falcon 221 (70/82),65096.49
SG240,Silenc. Tras. Galv. F. Falcon (82/92),84709.97
SG250,Silenc. Interm. Galv. Ford Escort 1.6,63292.95
SG251,Silenciador Tras. Galv.Ford Escort 1.6,70450.74
SG252,"Silenc. Interm. Galv. F. Escort - Audi 1.6, 1.8, XR3 (91/94)",58445.94
SG252/1,"Silenc. Interm. Galv. F. Escort - Audi 1.6, 1.8, XR3 (93/94)",84371.81
SG253,"Silenc. Tras. Galv. F. Escort - Audi 1.6, 1.8, XR3 (91/94)",67069.11
SG260,"Silenc. Interm. Galv. F. Orion, Escort y VW Pointer - Audi",81610.14
SG261,"Silenc. Tras. Galv. F. Orion 1.6, 1.8 I, 2.0 I (94/96)",84315.45
SG262,Silenc. Tras. Galv. F. Escort Xr3 - 2.0 I (95/96),83244.6
SG263,Silenc. Int. Galv. Ford Escort Zetec 1.8 16V (97/03),80257.49
SG264,Silenc. Interm. Galv. F. Escort - Diesel 1.8 S/Baúl,85949.91
SG265,Silenc. Tras. Galv. Reemp. Estamp. Escort - Zetec 1.8 S/Baúl,79693.88
SG267,Silenc. Tras. Galv. Reemp. Trian. Escort - Zetec 1.8 S/Baúl,76086.8
SG268,Silenc. Tras. Galv. Reemp. Trian. F. Escort Dies. 1.8 S/Baúl,76706.77
SG269,Silenc. Tras. Galv. Reemp. Estamp. Escort Rural - Zetec 1.8,80482.93
SG270,Silenc. Interm. Galv. F. F100 8 y 6 cil. y Perkins (64/89),61038.52
SG271,Silenc. Tras. Galv. Reemp. Triang. Escort Rural - Zetec 1.8,80257.49
SG275,Silenc.Interm. Galv. F100 6 cilind. y Perkins 4 (82/92),65660.09
SG280,Sil. Interm. Galv. F. F100 6 y 8 cil. y Perkins 4 (72/90),61320.33
SG285,Silenc. Trasero Ford F100 Max Econo (93/94),125740.49
SG286,Silenc. Tras. Galv. Ford F100 - Diesel MWM 4 Cil. (93/95),108888.67
SG287,Silenc. Interm. Galv. Ford F100 - 6 cil. Max Econo (95/96),124951.44
SG299,Silenc. Tras. Galv. Ford F100 - 4.9 I y MWM Turbo (96/99),112439.39
SG309,Silenc. Interm. Galv. F. F100 HSD - Maxion 2.5 TD (96/99),94291.27
SG310,Silenc. Interm. Galv. F. F100 Super Dutty - Cummins TD 3.9,144621.28
SG313,Silenc. Tras. Galv. Ford Taunus GLX (77/82),66730.94
SG313/2,"Silenc. Universal Redondo 5"" x 320 mm",41255.96
SG314,Silenc. Tras. Galv  s/Sobre dif. F. Taunus GLX (77/82),55064.3
SG315,Silenc. Interm. Galv. Ford Taunus GLX (79/82),76143.16
SG315/1,Silenc. Interm. Galv. s/caño Ford Taunus GLX (77/82),68309.04
SG317,Silenc. Interm. Galv. Ford EcoSport 2.0 (03/12),69718.06
SG318,Silenc. Trasero Galv. Ford EcoSport 2.0 (03/12),80088.4
SG320,Silenc. Tras. Galv. Ford Galaxy 2.0 (92/95),76706.77
SG321,Silenc. Interm. Galv. p/cataliz. Ford Galaxy 2.0 I,82850.07
SG322,"Silenc. Interm. Galv. c/caño F. Fiesta 1.3I, 1.4I y 1.8 Dies",80708.37
SG322/1,"Silenc. Interm. Galv. Ford Fiesta 1.3I, 1.4I y 1.8 Diesel",53091.68
SG323,"Silenc. Tras. Galv. F. Fiesta 1.0I, 1.3I, 1.4I y 1.8 Diesel",75297.75
SG324,Silenc. Interm. Galv. F. Fiesta 1.6I y EcoSport 1.6I (02/07),61508.3
SG324/1,Silenc. Interm. Galv. F. Fiesta Max 1.6 I y One 1.6,61263.97
SG325,Silenc. Tras. Galv. Ford Fiesta 1.6 I y TD 1.4 (02/10),65947.69
SG325/1,Silenc. Tras. Galv. Ford Fiesta Max 1.6 I (05/10),74395.98
SG326,Silenc. Tras. Galv. Ford Ka - 1.3 I (97/99),79524.8
SG327,Silenc. Tras. Galv. Ford Ka 1.0 I (97/08),75917.72
SG328,Silenc. Interm. Galv. Ford Ka 1.6 (08/14),58840.46
SG329,Silenc. Trasero Galv. Ford Ka 1.0 (08/10),79355.72
SG330,Silenc. Interm. Galv. Ford Focus 1.8 I y 2.0 I (00/08),99814.61
SG331,Silenc. Tras. Galv. Ford Focus 1.8 I - s/Baúl (00/05),64758.32
SG332,Silenc. Tras. Galv. Ford Focus 2.0 I C/Baúl (00/08),67181.83
SG333,Silenc. Del. Galv. Ford Focus 1.6 (04/12),70901.63
SG334,Silenc. Interm. Galv. Ford Focus 1.6 (04/12),76030.44
SG340/1,Silenc. Interm. Reempl. Estampado Ford Sierra 1.6 GL,72254.28
SG342/1,Silenc. Interm. Reempl. Estampado Ford Sierra 2.3 (84/93),58051.41
SG343,Silenc. Tras. Galv. Ford Sierra - 2.3 y 1.6 GL,74621.43
SG346,Silenc.tras.galv.Ford Sierra Rural,74620.85
SG347,Silenc. Interm. Galv. Ford Courier Pick-up,83639.12
SG348,Silenc. Interm. Galv. Ford Courier Pick-up,85273.58
SG355,Silenc. Interm. Galv. c/cola F. Ranger - Maxion 2.5 TD,139830.63
SG355/1,Silenc. s/caño Interm. Galv. c/cola F. Ranger-Maxion 2.5 TD,109903.16
SG360,Silenc. Del. Galv. Ford Mondeo 2.0 I Ghia (95/00),93445.87
SG361,Silenc. Interm. Galv. Ford Mondeo 2.0 I Ghia (95/00),93953.11
SG362,Silenc. Tras. Galv. Ford Mondeo 2.0 I Ghia (95/00),66223.7
SG364,Silenc. Tras. Galv. Ford Mondeo - TD y 1.8 I (94/98),91247.8
SG370,Silenc. Tras. Galv. Ford Ranger - 2.8 (02/04),149862.82
SG371,Silenc. Interm. Galv. Ford Ranger 3.0 (06/12),71352.51
SG372,Silenc. Tras. Galv. c/cola Ford Ranger 3.0 (06/12),157358.78
SG380,"Silenc. Interm. Galv. Renault R19 1.6, 1.7 y diesel 1.9",84033.65
SG381,Silenc. Tras. Galv. Renault R19 1.6 RN y Diesel 1.9,76650.41
SG382,"Silenc. Tras. Galv. Renault R19 1.7, 1.6 y 1.9 Diesel",73212.41
SG383,Silenc. Interm. Galv. Renault R19 RN 1.6 y RT 1.8 (95/97),95023.96
SG384,Silenc. Tras. Galv. Renault R19 RN 1.6I y RT 1.8I s/Baúl,82850.07
SG385,Silenc. Tras. Galv. Renault R19 RN 1.6I y RT 1.8I c/Baúl,83920.92
SG390/1,Silenc. Interm. Reempl. Prec. Orig. R. Clio 1.6 I y 1.4 I,59404.07
SG391,"Silenc. Tras. Galv. R. Clio 1.4 I, 1.6 I y 1.9 Dies. (94/99)",72141.56
SG393,Sil. Interm. Galv. R. Clio II -1.6 I y Dies.1.9 Con y S/Baúl,61151.24
SG394,"Silenc. Tras. R. Clio II 1.6 I, Diesel 1.9 y 1.5 DCI  s/Baúl",85386.3
SG395,"Silenc. Tras. R. Clio II 1.6 I, Diesel 1.9 y 1.5 DCI  c/Baúl",87189.84
SG396,Silenc. Tras. Galv. Renault Clio II 1.2 16V s/baúl (03/12),85386.3
SG396/1,Silenc. Tras. Galv. Renault Clio II 1.2 16V s/baúl (03/09),91980.49
SG397,Silenc. Interm. Galv. c/Interm. Renault Express 1.9 Diesel,65209.21
SG398,Silenc. Tras. Galv.  Renault Express 1.9 Diesel,70957.99
SG406,"Silenc. Tras. Galv. Renault Megane RT, RXE y 1.9 TD",83357.32
SG406/1,Silenc. Tras. Galv. Renault Megane - 1.6 I 16V (00/09),77060.7
SG406/2,Silenc. Universal Ovalado Gordo x 400 mm,70394.38
SG408,Silenc. Interm. Galv. Renault Megane II  c/Baúl  (06/11),71577.95
SG409,Silenc. Tras. Galv. Renault Megane II  c/Baúl  (06/11),100321.86
SG409/2,Silenc. Universal Ovalado Grandote x 300 mm,78848.47
SG410,Silenc. Interm. Doble Galv. R. Laguna RXE - 2.0 (95/02),139605.19
SG411,Silenc. Tras. Galv. Renault Laguna RXE 2.0 (95/02),90176.95
SG411/1,Silenc. Tras. Galv. Renault Laguna 1.8 y Diesel 2.2,90176.95
SG412,Silenc. Interm. Galv. Renault Laguna 1.8 y Diesel 2.2,90966
SG412/2,Silenc. Universal Ovalado Gordo x 400mm c/salida lateral,56078.73
SG424,Silenc. Tras. Galv. Renault Trafic 1400,67970.88
SG425,"Silenc. Interm. Galv. Renault Trafic 1400, 2000 y Diesel",44243.07
SG426,Silenc. Tras. Galv. Renault Trafic 2000 y Diesel,70957.99
SG429,Silenc. Tras. Galv. Renault Trafic - Diesel 1.9 (99/03),77383.1
SG431,Silenc. Interm. Galv. Renault Master 2.8 (03/07),68083.6
SG432,Silenc. Trasero Galv. Renault Master - 2.8 (03/07),91247.8
SG440,"Silenc. Delant. Galv. Renault 21, 21 Alize y 21 Nevada",60982.16
SG441/1,Silenc. Interm. Galv. Renault 21 Nevada (90/96),84597.25
SG441/2,Silenc. Interm. Galv. Reemp. estam. R. 21 Alize,84484.53
SG442,Silenc. Tras. Galv. Renault 21 (89/95),81891.94
